Sample,Dog_ID,Unique_Reads,Duplicate_Reads,Total_reads
CH025-D14-C-16S_R,CH025,14372.0,46271.0,60643.0
CH025-D14-S-16S_F,CH025,12616.0,57343.0,69959.0
CH025-D14-S-16S_R,CH025,15251.0,54708.0,69959.0
CH025-D21-Air-16S_F,CH025,9411.0,83779.0,93190.0
CH025-D21-Air-16S_R,CH025,13254.0,79936.0,93190.0
CH025-D21-C-16S_F,CH025,14847.0,80933.0,95780.0
CH025-D21-C-16S_R,CH025,17927.0,77853.0,95780.0
CH025-D21-S-16S_F,CH025,24393.0,221713.0,246106.0
CH025-D21-S-16S_R,CH025,34791.0,211315.0,246106.0
CH025-D28-C-16S_F,CH025,12212.0,97356.0,109568.0
CH025-D28-C-16S_R,CH025,17427.0,92141.0,109568.0
CH025-D28-S-16S_F,CH025,13481.0,99475.0,112956.0
CH025-D28-S-16S_R,CH025,18868.0,94088.0,112956.0
CH025-D3-C-16S_F,CH025,10744.0,45580.0,56324.0
CH025-D3-C-16S_R,CH025,12689.0,43635.0,56324.0
CH025-D3-S-16S_F,CH025,11115.0,50973.0,62088.0
CH025-D3-S-16S_R,CH025,13092.0,48996.0,62088.0
CH025-D35-C-16S_F,CH025,13840.0,84299.0,98139.0
CH025-D35-C-16S_R,CH025,18304.0,79835.0,98139.0
CH025-D35-S-16S_F,CH025,31710.0,247153.0,278863.0
CH025-D35-S-16S_R,CH025,44782.0,234081.0,278863.0
CH025-D42-C-16S_F,CH025,13756.0,40613.0,54369.0
CH025-D42-C-16S_R,CH025,14376.0,39993.0,54369.0
CH025-D42-S-16S_F,CH025,11475.0,96408.0,107883.0
CH025-D42-S-16S_R,CH025,15781.0,92102.0,107883.0
CH025-D7-C-16S_F,CH025,17964.0,123114.0,141078.0
CH025-D7-C-16S_R,CH025,24610.0,116468.0,141078.0
CH025-D7-S-16S_F,CH025,9441.0,67471.0,76912.0
CH025-D7-S-16S_R,CH025,13537.0,63375.0,76912.0
Chlor1-16S_F,Chlor,6157.0,34838.0,40995.0
Chlor1-16S_R,Chlor,8215.0,32780.0,40995.0
Chlor1b-16S_F,Chlor,12783.0,106128.0,118911.0
Chlor1b-16S_R,Chlor,19534.0,99377.0,118911.0
Chlor2-16S_F,Chlor,6847.0,40584.0,47431.0
Chlor2-16S_R,Chlor,8398.0,39033.0,47431.0
Chlor2b-16S_F,Chlor,10472.0,68603.0,79075.0
Chlor2b-16S_R,Chlor,14852.0,64223.0,79075.0
Chlor3-16S_F,Chlor,10184.0,63234.0,73418.0
Chlor3-16S_R,Chlor,13564.0,59854.0,73418.0
Chlor3b-16S_F,Chlor,15602.0,113066.0,128668.0
Chlor3b-16S_R,Chlor,25129.0,103539.0,128668.0
CH1KitCtrl1-16S_F,Kit,11718.0,134232.0,145950.0
CH1KitCtrl1-16S_R,Kit,19517.0,126433.0,145950.0
CH2KitCtrl1-16S_F,Kit,12406.0,76717.0,89123.0
CH2KitCtrl1-16S_R,Kit,17022.0,72101.0,89123.0
CH2KitCtrl2-16S_F,Kit,13822.0,108518.0,122340.0
CH2KitCtrl2-16S_R,Kit,21700.0,100640.0,122340.0
CH3KitCtrl1-16S_F,Kit,18876.0,142181.0,161057.0
CH3KitCtrl1-16S_R,Kit,29278.0,131779.0,161057.0
CH4-Kit-Ctrl-16S_F,Kit,7548.0,61048.0,68596.0
CH4-Kit-Ctrl-16S_R,Kit,10127.0,58469.0,68596.0
CH5-Kit-Ctrl-16S_F,Kit,12278.0,63433.0,75711.0
CH5-Kit-Ctrl-16S_R,Kit,14953.0,60758.0,75711.0
CH5b-Kit-Ctrl-16S_F,Kit,10041.0,69502.0,79543.0
CH5b-Kit-Ctrl-16S_R,Kit,11728.0,67815.0,79543.0
CH6-Kit-Ctrl-16S_F,Kit,8912.0,58346.0,67258.0
CH6-Kit-Ctrl-16S_R,Kit,9652.0,57606.0,67258.0
Kit1-16S_F,Kit,9178.0,53389.0,62567.0
Kit1-16S_R,Kit,10955.0,51612.0,62567.0
Kit2-16S_F,Kit,8255.0,41785.0,50040.0
Kit2-16S_R,Kit,10065.0,39975.0,50040.0
