Sample,Dog_ID,Unique_Reads,Duplicate_Reads,Total_reads
16D7C-16S_S204_L001_R2_001,CH016,24919.0,104353.0,129272.0
16D7S-16S_S203_L001_R1_001,CH016,12992.0,108581.0,121573.0
16D7S-16S_S203_L001_R2_001,CH016,26059.0,95514.0,121573.0
16PostC-16S_S198_L001_R1_001,CH016,8490.0,40022.0,48512.0
16PostC-16S_S198_L001_R2_001,CH016,15075.0,33437.0,48512.0
16PostS-16S_S197_L001_R1_001,CH016,9937.0,64358.0,74295.0
16PostS-16S_S197_L001_R2_001,CH016,19093.0,55202.0,74295.0
16PreC-16S_S195_L001_R1_001,CH016,606.0,397.0,1003.0
16PreC-16S_S195_L001_R2_001,CH016,745.0,258.0,1003.0
16PreChlor-16S_S196_L001_R1_001,CH016,7053.0,36018.0,43071.0
16PreChlor-16S_S196_L001_R2_001,CH016,13118.0,29953.0,43071.0
16PreS-16S_S194_L001_R1_001,CH016,5382.0,24098.0,29480.0
16PreS-16S_S194_L001_R2_001,CH016,9860.0,19620.0,29480.0
CH017-Ad-Air-16S_S3_L001_R1_001,CH017,5880.0,44590.0,50470.0
CH017-Ad-Air-16S_S3_L001_R2_001,CH017,11258.0,39212.0,50470.0
CH017-Ad-C-16S_S2_L001_R1_001,CH017,5534.0,33443.0,38977.0
CH017-Ad-C-16S_S2_L001_R2_001,CH017,10005.0,28972.0,38977.0
CH017-Ad-S-16S_S1_L001_R1_001,CH017,5467.0,36337.0,41804.0
CH017-Ad-S-16S_S1_L001_R2_001,CH017,10364.0,31440.0,41804.0
CH017-D0-Post-C-16S_S7_L001_R1_001,CH017,4517.0,30372.0,34889.0
CH017-D0-Post-C-16S_S7_L001_R2_001,CH017,7846.0,27043.0,34889.0
CH017-D0-Post-Chlor-16S_S8_L001_R1_001,CH017,3202.0,25128.0,28330.0
CH017-D0-Post-Chlor-16S_S8_L001_R2_001,CH017,5612.0,22718.0,28330.0
CH017-D0-Post-S-16S_S6_L001_R1_001,CH017,4306.0,25411.0,29717.0
CH017-D0-Post-S-16S_S6_L001_R2_001,CH017,6624.0,23093.0,29717.0
CH017-D0-Pre-C-16S_S5_L001_R1_001,CH017,4597.0,36530.0,41127.0
CH017-D0-Pre-C-16S_S5_L001_R2_001,CH017,9071.0,32056.0,41127.0
CH017-D0-Pre-S-16S_S4_L001_R1_001,CH017,5480.0,39924.0,45404.0
CH017-D0-Pre-S-16S_S4_L001_R2_001,CH017,10319.0,35085.0,45404.0
CH017-D1-C-16S_S10_L001_R1_001,CH017,4756.0,33505.0,38261.0
CH017-D1-C-16S_S10_L001_R2_001,CH017,8667.0,29594.0,38261.0
CH017-D1-S-16S_S9_L001_R1_001,CH017,5215.0,36345.0,41560.0
CH017-D1-S-16S_S9_L001_R2_001,CH017,9563.0,31997.0,41560.0
CH017-D14-C-16S_S16_L001_R1_001,CH017,3965.0,25840.0,29805.0
CH017-D14-C-16S_S16_L001_R2_001,CH017,11212.0,18593.0,29805.0
CH017-D14-S-16S_S15_L001_R1_001,CH017,3511.0,25857.0,29368.0
CH017-D14-S-16S_S15_L001_R2_001,CH017,6757.0,22611.0,29368.0
CH017-D21-Air-16S_S19_L001_R1_001,CH017,4916.0,31710.0,36626.0
CH017-D21-Air-16S_S19_L001_R2_001,CH017,9405.0,27221.0,36626.0
CH017-D21-C-16S_S18_L001_R1_001,CH017,4389.0,24104.0,28493.0
CH017-D21-C-16S_S18_L001_R2_001,CH017,7386.0,21107.0,28493.0
CH017-D21-S-16S_S17_L001_R1_001,CH017,4907.0,30741.0,35648.0
CH017-D21-S-16S_S17_L001_R2_001,CH017,9299.0,26349.0,35648.0
CH017-D28-C-16S_S21_L001_R1_001,CH017,4797.0,41092.0,45889.0
CH017-D28-C-16S_S21_L001_R2_001,CH017,9208.0,36681.0,45889.0
CH017-D28-S-16S_S20_L001_R1_001,CH017,4251.0,23450.0,27701.0
CH017-D28-S-16S_S20_L001_R2_001,CH017,6902.0,20799.0,27701.0
CH017-D3-C-16S_S12_L001_R1_001,CH017,5085.0,30469.0,35554.0
CH017-D3-C-16S_S12_L001_R2_001,CH017,9373.0,26181.0,35554.0
CH017-D3-S-16S_S11_L001_R1_001,CH017,5340.0,36826.0,42166.0
CH017-D3-S-16S_S11_L001_R2_001,CH017,9787.0,32379.0,42166.0
CH017-D35-C-16S_S23_L001_R1_001,CH017,3676.0,29849.0,33525.0
CH017-D35-C-16S_S23_L001_R2_001,CH017,7610.0,25915.0,33525.0
CH017-D35-S-16S_S22_L001_R1_001,CH017,4860.0,31669.0,36529.0
CH017-D35-S-16S_S22_L001_R2_001,CH017,7639.0,28890.0,36529.0
CH017-D42-C-16S_S25_L001_R1_001,CH017,10547.0,83147.0,93694.0
CH017-D42-C-16S_S25_L001_R2_001,CH017,19015.0,74679.0,93694.0
CH017-D42-S-16S_S24_L001_R1_001,CH017,4810.0,24982.0,29792.0
CH017-D42-S-16S_S24_L001_R2_001,CH017,8922.0,20870.0,29792.0
CH017-D7-C-16S_S14_L001_R1_001,CH017,4097.0,26196.0,30293.0
CH017-D7-C-16S_S14_L001_R2_001,CH017,7517.0,22776.0,30293.0
CH017-D7-S-16S_S13_L001_R1_001,CH017,4823.0,39129.0,43952.0
CH017-D7-S-16S_S13_L001_R2_001,CH017,9057.0,34895.0,43952.0
CH018-Ad-Air-16S_S59_L001_R1_001,CH018,8519.0,81117.0,89636.0
CH018-Ad-Air-16S_S59_L001_R2_001,CH018,15526.0,74110.0,89636.0
CH018-Ad-C-16S_S58_L001_R1_001,CH018,7989.0,83681.0,91670.0
CH018-Ad-C-16S_S58_L001_R2_001,CH018,14156.0,77514.0,91670.0
CH018-Ad-S-16S_S57_L001_R1_001,CH018,9501.0,99804.0,109305.0
CH018-Ad-S-16S_S57_L001_R2_001,CH018,16788.0,92517.0,109305.0
CH018-D0-Post-C-16S_S63_L001_R1_001,CH018,7684.0,66958.0,74642.0
CH018-D0-Post-C-16S_S63_L001_R2_001,CH018,11645.0,62997.0,74642.0
CH018-D0-Post-Chlor-16S_S64_L001_R1_001,CH018,9326.0,57186.0,66512.0
CH018-D0-Post-Chlor-16S_S64_L001_R2_001,CH018,13888.0,52624.0,66512.0
CH018-D0-Post-S-16S_S62_L001_R1_001,CH018,8417.0,51616.0,60033.0
CH018-D0-Post-S-16S_S62_L001_R2_001,CH018,11552.0,48481.0,60033.0
CH018-D0-Pre-C-16S_S61_L001_R1_001,CH018,5220.0,80168.0,85388.0
CH018-D0-Pre-C-16S_S61_L001_R2_001,CH018,10471.0,74917.0,85388.0
CH018-D0-Pre-S-16S_S60_L001_R1_001,CH018,7291.0,96245.0,103536.0
CH018-D0-Pre-S-16S_S60_L001_R2_001,CH018,13692.0,89844.0,103536.0
CH018-D14-C-16S_S70_L001_R1_001,CH018,12299.0,89211.0,101510.0
CH018-D14-C-16S_S70_L001_R2_001,CH018,18693.0,82817.0,101510.0
CH018-D14-S-16S_S69_L001_R1_001,CH018,9033.0,102722.0,111755.0
CH018-D14-S-16S_S69_L001_R2_001,CH018,18014.0,93741.0,111755.0
CH018-D21-Air-16S_S73_L001_R1_001,CH018,8442.0,86575.0,95017.0
CH018-D21-Air-16S_S73_L001_R2_001,CH018,15392.0,79625.0,95017.0
CH018-D21-C-16S_S72_L001_R1_001,CH018,10409.0,60338.0,70747.0
CH018-D21-C-16S_S72_L001_R2_001,CH018,15354.0,55393.0,70747.0
CH018-D21-S-16S_S71_L001_R1_001,CH018,10550.0,69472.0,80022.0
CH018-D21-S-16S_S71_L001_R2_001,CH018,17410.0,62612.0,80022.0
CH018-D28-C-16S_S75_L001_R1_001,CH018,9003.0,83216.0,92219.0
CH018-D28-C-16S_S75_L001_R2_001,CH018,16696.0,75523.0,92219.0
CH018-D28-S-16S_S74_L001_R1_001,CH018,10402.0,82953.0,93355.0
CH018-D28-S-16S_S74_L001_R2_001,CH018,17715.0,75640.0,93355.0
CH018-D3-C-16S_S66_L001_R1_001,CH018,9481.0,89843.0,99324.0
CH018-D3-C-16S_S66_L001_R2_001,CH018,16872.0,82452.0,99324.0
CH018-D3-S-16S_S65_L001_R1_001,CH018,9103.0,90000.0,99103.0
CH018-D3-S-16S_S65_L001_R2_001,CH018,16640.0,82463.0,99103.0
CH018-D35-C-16S_S77_L001_R1_001,CH018,7975.0,66953.0,74928.0
CH018-D35-C-16S_S77_L001_R2_001,CH018,14342.0,60586.0,74928.0
CH018-D35-S-16S_S76_L001_R1_001,CH018,8914.0,52363.0,61277.0
CH018-D35-S-16S_S76_L001_R2_001,CH018,14328.0,46949.0,61277.0
CH018-D42-C-16S_S79_L001_R1_001,CH018,8928.0,75553.0,84481.0
CH018-D42-C-16S_S79_L001_R2_001,CH018,16274.0,68207.0,84481.0
CH018-D42-S-16S_S78_L001_R1_001,CH018,9588.0,77842.0,87430.0
CH018-D42-S-16S_S78_L001_R2_001,CH018,15449.0,71981.0,87430.0
CH018-D7-C-16S_S68_L001_R1_001,CH018,11053.0,115523.0,126576.0
CH018-D7-C-16S_S68_L001_R2_001,CH018,20738.0,105838.0,126576.0
CH018-D7-S-16S_S67_L001_R1_001,CH018,6081.0,83212.0,89293.0
CH018-D7-S-16S_S67_L001_R2_001,CH018,13416.0,75877.0,89293.0
CH019-Ad-Air-16S_S107_L001_R1_001,CH019,7919.0,97006.0,104925.0
CH019-Ad-Air-16S_S107_L001_R2_001,CH019,14791.0,90134.0,104925.0
CH019-Ad-C-16S_S106_L001_R1_001,CH019,9934.0,93750.0,103684.0
CH019-Ad-C-16S_S106_L001_R2_001,CH019,17330.0,86354.0,103684.0
CH019-Ad-S-16S_S105_L001_R1_001,CH019,9138.0,85312.0,94450.0
CH019-Ad-S-16S_S105_L001_R2_001,CH019,18369.0,76081.0,94450.0
CH019-D0-Post-C-16S_S112_L001_R1_001,CH019,7510.0,91920.0,99430.0
CH019-D0-Post-C-16S_S112_L001_R2_001,CH019,13785.0,85645.0,99430.0
CH019-D0-Post-S-16S_S111_L001_R1_001,CH019,7895.0,86433.0,94328.0
CH019-D0-Post-S-16S_S111_L001_R2_001,CH019,14867.0,79461.0,94328.0
CH019-D0-Pre-C-16S_S109_L001_R1_001,CH019,8283.0,81028.0,89311.0
CH019-D0-Pre-C-16S_S109_L001_R2_001,CH019,17165.0,72146.0,89311.0
CH019-D0-Pre-Chlor-16S_S110_L001_R1_001,CH019,6531.0,82100.0,88631.0
CH019-D0-Pre-Chlor-16S_S110_L001_R2_001,CH019,11143.0,77488.0,88631.0
CH019-D0-Pre-S-16S_S108_L001_R1_001,CH019,10177.0,106862.0,117039.0
CH019-D0-Pre-S-16S_S108_L001_R2_001,CH019,19037.0,98002.0,117039.0
CH019-D1-C-16S_S114_L001_R1_001,CH019,8718.0,78239.0,86957.0
CH019-D1-C-16S_S114_L001_R2_001,CH019,15970.0,70987.0,86957.0
CH019-D1-S-16S_S113_L001_R1_001,CH019,7429.0,65048.0,72477.0
CH019-D1-S-16S_S113_L001_R2_001,CH019,13695.0,58782.0,72477.0
CH019-D14-C-16S_S120_L001_R1_001,CH019,8239.0,74923.0,83162.0
CH019-D14-C-16S_S120_L001_R2_001,CH019,15422.0,67740.0,83162.0
CH019-D14-S-16S_S119_L001_R1_001,CH019,8018.0,74154.0,82172.0
CH019-D14-S-16S_S119_L001_R2_001,CH019,15460.0,66712.0,82172.0
CH019-D21-Air-16S_S123_L001_R1_001,CH019,6448.0,81758.0,88206.0
CH019-D21-Air-16S_S123_L001_R2_001,CH019,13025.0,75181.0,88206.0
CH019-D21-C-16S_S122_L001_R1_001,CH019,7176.0,76539.0,83715.0
CH019-D21-C-16S_S122_L001_R2_001,CH019,15080.0,68635.0,83715.0
CH019-D21-S-16S_S121_L001_R1_001,CH019,5654.0,51084.0,56738.0
CH019-D21-S-16S_S121_L001_R2_001,CH019,10647.0,46091.0,56738.0
CH019-D28-C-16S_S125_L001_R1_001,CH019,6226.0,70187.0,76413.0
CH019-D28-C-16S_S125_L001_R2_001,CH019,13037.0,63376.0,76413.0
CH019-D28-S-16S_S124_L001_R1_001,CH019,7885.0,97023.0,104908.0
CH019-D28-S-16S_S124_L001_R2_001,CH019,17206.0,87702.0,104908.0
CH019-D3-C-16S_S116_L001_R1_001,CH019,9455.0,85639.0,95094.0
CH019-D3-C-16S_S116_L001_R2_001,CH019,16624.0,78470.0,95094.0
CH019-D3-S-16S_S115_L001_R1_001,CH019,8760.0,88671.0,97431.0
CH019-D3-S-16S_S115_L001_R2_001,CH019,17625.0,79806.0,97431.0
CH019-D35-C-16S_S127_L001_R1_001,CH019,7191.0,81737.0,88928.0
CH019-D35-C-16S_S127_L001_R2_001,CH019,15231.0,73697.0,88928.0
CH019-D35-S-16S_S126_L001_R1_001,CH019,8061.0,74251.0,82312.0
CH019-D35-S-16S_S126_L001_R2_001,CH019,14710.0,67602.0,82312.0
CH019-D42-C-16S_S27_L001_R1_001,CH019,9673.0,73122.0,82795.0
CH019-D42-C-16S_S27_L001_R2_001,CH019,17762.0,65033.0,82795.0
CH019-D42-S-16S_S128_L001_R1_001,CH019,5829.0,64747.0,70576.0
CH019-D42-S-16S_S128_L001_R2_001,CH019,11776.0,58800.0,70576.0
CH019-D7-C-16S_S118_L001_R1_001,CH019,8550.0,73151.0,81701.0
CH019-D7-C-16S_S118_L001_R2_001,CH019,14586.0,67115.0,81701.0
CH019-D7-S-16S_S117_L001_R1_001,CH019,8060.0,68033.0,76093.0
CH019-D7-S-16S_S117_L001_R2_001,CH019,14943.0,61150.0,76093.0
CH020-Ad-Air-16S_S51_L001_R1_001,CH020,7823.0,39942.0,47765.0
CH020-Ad-Air-16S_S51_L001_R2_001,CH020,13996.0,33769.0,47765.0
CH020-Ad-C-16S_S50_L001_R1_001,CH020,7985.0,31947.0,39932.0
CH020-Ad-C-16S_S50_L001_R2_001,CH020,12919.0,27013.0,39932.0
CH020-Ad-S-16S_S49_L001_R1_001,CH020,7732.0,31358.0,39090.0
CH020-Ad-S-16S_S49_L001_R2_001,CH020,12999.0,26091.0,39090.0
CH020-D0-Post-C-16S_S56_L001_R1_001,CH020,9405.0,47908.0,57313.0
CH020-D0-Post-C-16S_S56_L001_R2_001,CH020,16995.0,40318.0,57313.0
CH020-D0-Post-S-16S_S55_L001_R1_001,CH020,8160.0,33829.0,41989.0
CH020-D0-Post-S-16S_S55_L001_R2_001,CH020,13413.0,28576.0,41989.0
CH020-D0-Pre-C-16S_S53_L001_R1_001,CH020,5815.0,20680.0,26495.0
CH020-D0-Pre-C-16S_S53_L001_R2_001,CH020,9389.0,17106.0,26495.0
CH020-D0-Pre-Chlor-16S_S54_L001_R1_001,CH020,8508.0,41150.0,49658.0
CH020-D0-Pre-Chlor-16S_S54_L001_R2_001,CH020,12731.0,36927.0,49658.0
CH020-D0-Pre-S-16S_S52_L001_R1_001,CH020,6988.0,23592.0,30580.0
CH020-D0-Pre-S-16S_S52_L001_R2_001,CH020,10871.0,19709.0,30580.0
CH020-D1-C-16S_S58_L001_R1_001,CH020,5130.0,16713.0,21843.0
CH020-D1-C-16S_S58_L001_R2_001,CH020,7948.0,13895.0,21843.0
CH020-D1-S-16S_S57_L001_R1_001,CH020,6126.0,24064.0,30190.0
CH020-D1-S-16S_S57_L001_R2_001,CH020,10124.0,20066.0,30190.0
CH020-D14-C-16S_S64_L001_R1_001,CH020,7724.0,41176.0,48900.0
CH020-D14-C-16S_S64_L001_R2_001,CH020,14047.0,34853.0,48900.0
CH020-D14-S-16S_S63_L001_R1_001,CH020,7261.0,41703.0,48964.0
CH020-D14-S-16S_S63_L001_R2_001,CH020,13038.0,35926.0,48964.0
CH020-D21-Air-16S_S67_L001_R1_001,CH020,8912.0,70627.0,79539.0
CH020-D21-Air-16S_S67_L001_R2_001,CH020,17305.0,62234.0,79539.0
CH020-D21-C-16S_S66_L001_R1_001,CH020,5758.0,25156.0,30914.0
CH020-D21-C-16S_S66_L001_R2_001,CH020,10461.0,20453.0,30914.0
CH020-D21-S-16S_S65_L001_R1_001,CH020,7228.0,33168.0,40396.0
CH020-D21-S-16S_S65_L001_R2_001,CH020,12039.0,28357.0,40396.0
CH020-D28-Air-16S_S70_L001_R1_001,CH020,10831.0,73298.0,84129.0
CH020-D28-Air-16S_S70_L001_R2_001,CH020,18537.0,65592.0,84129.0
CH020-D28-C-16S_S69_L001_R1_001,CH020,6765.0,33492.0,40257.0
CH020-D28-C-16S_S69_L001_R2_001,CH020,12370.0,27887.0,40257.0
CH020-D28-S-16S_S68_L001_R1_001,CH020,7495.0,40144.0,47639.0
CH020-D28-S-16S_S68_L001_R2_001,CH020,12925.0,34714.0,47639.0
CH020-D3-C-16S_S60_L001_R1_001,CH020,2551.0,6235.0,8786.0
CH020-D3-C-16S_S60_L001_R2_001,CH020,3987.0,4799.0,8786.0
CH020-D3-S-16S_S59_L001_R1_001,CH020,2473.0,6008.0,8481.0
CH020-D3-S-16S_S59_L001_R2_001,CH020,3810.0,4671.0,8481.0
CH020-D35-Air-16S_S97_L001_R1_001,CH020,6429.0,23474.0,29903.0
CH020-D35-Air-16S_S97_L001_R2_001,CH020,10722.0,19181.0,29903.0
CH020-D35-C-16S_S72_L001_R1_001,CH020,8424.0,43343.0,51767.0
CH020-D35-C-16S_S72_L001_R2_001,CH020,14876.0,36891.0,51767.0
CH020-D35-S-16S_S71_L001_R1_001,CH020,5614.0,40277.0,45891.0
CH020-D35-S-16S_S71_L001_R2_001,CH020,10293.0,35598.0,45891.0
CH020-D42-C-16S_S99_L001_R1_001,CH020,5889.0,21271.0,27160.0
CH020-D42-C-16S_S99_L001_R2_001,CH020,9188.0,17972.0,27160.0
CH020-D42-S-16S_S98_L001_R1_001,CH020,6050.0,21068.0,27118.0
CH020-D42-S-16S_S98_L001_R2_001,CH020,8838.0,18280.0,27118.0
CH020-D7-C-16S_S62_L001_R1_001,CH020,6482.0,27892.0,34374.0
CH020-D7-C-16S_S62_L001_R2_001,CH020,10956.0,23418.0,34374.0
CH020-D7-S-16S_S61_L001_R1_001,CH020,5789.0,26628.0,32417.0
CH020-D7-S-16S_S61_L001_R2_001,CH020,9716.0,22701.0,32417.0
CH021-Ad-Air-16S_S155_L001_R1_001,CH021,6142.0,80410.0,86552.0
CH021-Ad-Air-16S_S155_L001_R2_001,CH021,11552.0,75000.0,86552.0
CH021-Ad-C-16S_S154_L001_R1_001,CH021,7224.0,79933.0,87157.0
CH021-Ad-C-16S_S154_L001_R2_001,CH021,12387.0,74770.0,87157.0
CH021-Ad-S-16S_S153_L001_R1_001,CH021,8168.0,81295.0,89463.0
CH021-Ad-S-16S_S153_L001_R2_001,CH021,18074.0,71389.0,89463.0
CH021-D0-Post-C-16S_S159_L001_R1_001,CH021,6451.0,75854.0,82305.0
CH021-D0-Post-C-16S_S159_L001_R2_001,CH021,13073.0,69232.0,82305.0
CH021-D0-Post-Chlor-16S_S160_L001_R1_001,CH021,10299.0,91696.0,101995.0
CH021-D0-Post-Chlor-16S_S160_L001_R2_001,CH021,17223.0,84772.0,101995.0
CH021-D0-Post-S-16S_S158_L001_R1_001,CH021,7182.0,39938.0,47120.0
CH021-D0-Post-S-16S_S158_L001_R2_001,CH021,17997.0,29123.0,47120.0
CH021-D0-Pre-C-16S_S157_L001_R1_001,CH021,7088.0,82144.0,89232.0
CH021-D0-Pre-C-16S_S157_L001_R2_001,CH021,14026.0,75206.0,89232.0
CH021-D0-Pre-S-16S_S156_L001_R1_001,CH021,7322.0,82287.0,89609.0
CH021-D0-Pre-S-16S_S156_L001_R2_001,CH021,14504.0,75105.0,89609.0
CH021-D1-C-16S_S162_L001_R1_001,CH021,8458.0,97508.0,105966.0
CH021-D1-C-16S_S162_L001_R2_001,CH021,16087.0,89879.0,105966.0
CH021-D1-S-16S_S161_L001_R1_001,CH021,8656.0,88625.0,97281.0
CH021-D1-S-16S_S161_L001_R2_001,CH021,16594.0,80687.0,97281.0
CH021-D14-C-16S_S168_L001_R1_001,CH021,8005.0,96794.0,104799.0
CH021-D14-C-16S_S168_L001_R2_001,CH021,16489.0,88310.0,104799.0
CH021-D14-S-16S_S167_L001_R1_001,CH021,7172.0,88631.0,95803.0
CH021-D14-S-16S_S167_L001_R2_001,CH021,14736.0,81067.0,95803.0
CH021-D21-C-16S_S170_L001_R1_001,CH021,7231.0,94794.0,102025.0
CH021-D21-C-16S_S170_L001_R2_001,CH021,14072.0,87953.0,102025.0
CH021-D21-S-16S_S169_L001_R1_001,CH021,7254.0,82818.0,90072.0
CH021-D21-S-16S_S169_L001_R2_001,CH021,14621.0,75451.0,90072.0
CH021-D28-Air-16S_S173_L001_R1_001,CH021,8410.0,116762.0,125172.0
CH021-D28-Air-16S_S173_L001_R2_001,CH021,17485.0,107687.0,125172.0
CH021-D28-C-16S_S172_L001_R1_001,CH021,3963.0,67768.0,71731.0
CH021-D28-C-16S_S172_L001_R2_001,CH021,9326.0,62405.0,71731.0
CH021-D28-S-16S_S171_L001_R1_001,CH021,7391.0,99316.0,106707.0
CH021-D28-S-16S_S171_L001_R2_001,CH021,15359.0,91348.0,106707.0
CH021-D3-C-16S_S164_L001_R1_001,CH021,6417.0,84668.0,91085.0
CH021-D3-C-16S_S164_L001_R2_001,CH021,14169.0,76916.0,91085.0
CH021-D3-S-16S_S163_L001_R1_001,CH021,5224.0,89970.0,95194.0
CH021-D3-S-16S_S163_L001_R2_001,CH021,13148.0,82046.0,95194.0
CH021-D35-C-16S_S175_L001_R1_001,CH021,5516.0,63427.0,68943.0
CH021-D35-C-16S_S175_L001_R2_001,CH021,10796.0,58147.0,68943.0
CH021-D35-S-16S_S174_L001_R1_001,CH021,12020.0,123593.0,135613.0
CH021-D35-S-16S_S174_L001_R2_001,CH021,24143.0,111470.0,135613.0
CH021-D42-C-16S_S28_L001_R1_001,CH021,8913.0,89844.0,98757.0
CH021-D42-C-16S_S28_L001_R2_001,CH021,14445.0,84312.0,98757.0
CH021-D42-S-16S_S176_L001_R1_001,CH021,8775.0,91413.0,100188.0
CH021-D42-S-16S_S176_L001_R2_001,CH021,17058.0,83130.0,100188.0
CH021-D7-C-16S_S166_L001_R1_001,CH021,8837.0,98347.0,107184.0
CH021-D7-C-16S_S166_L001_R2_001,CH021,16890.0,90294.0,107184.0
CH021-D7-S-16S_S165_L001_R1_001,CH021,7166.0,105089.0,112255.0
CH021-D7-S-16S_S165_L001_R2_001,CH021,14781.0,97474.0,112255.0
CH022-Ad-Air-16S_S105_L001_R1_001,CH022,3478.0,6749.0,10227.0
CH022-Ad-Air-16S_S105_L001_R2_001,CH022,4423.0,5804.0,10227.0
CH022-Ad-C-16S_S104_L001_R1_001,CH022,6763.0,50625.0,57388.0
CH022-Ad-C-16S_S104_L001_R2_001,CH022,12140.0,45248.0,57388.0
CH022-Ad-S-16S_S103_L001_R1_001,CH022,3483.0,39777.0,43260.0
CH022-Ad-S-16S_S103_L001_R2_001,CH022,7415.0,35845.0,43260.0
CH022-D0-Post-C-16S_S110_L001_R1_001,CH022,6384.0,34394.0,40778.0
CH022-D0-Post-C-16S_S110_L001_R2_001,CH022,16429.0,24349.0,40778.0
CH022-D0-Post-S-16S_S109_L001_R1_001,CH022,5499.0,29034.0,34533.0
CH022-D0-Post-S-16S_S109_L001_R2_001,CH022,9395.0,25138.0,34533.0
CH022-D0-Pre-C-16S_S107_L001_R1_001,CH022,7887.0,60707.0,68594.0
CH022-D0-Pre-C-16S_S107_L001_R2_001,CH022,14758.0,53836.0,68594.0
CH022-D0-Pre-Chlor-16S_S108_L001_R1_001,CH022,6356.0,28573.0,34929.0
CH022-D0-Pre-Chlor-16S_S108_L001_R2_001,CH022,9692.0,25237.0,34929.0
CH022-D0-Pre-S-16S_S106_L001_R1_001,CH022,5934.0,25798.0,31732.0
CH022-D0-Pre-S-16S_S106_L001_R2_001,CH022,9058.0,22674.0,31732.0
CH022-D1-C-16S_S112_L001_R1_001,CH022,6590.0,42818.0,49408.0
CH022-D1-C-16S_S112_L001_R2_001,CH022,11267.0,38141.0,49408.0
CH022-D1-S-16S_S111_L001_R1_001,CH022,5321.0,32898.0,38219.0
CH022-D1-S-16S_S111_L001_R2_001,CH022,9405.0,28814.0,38219.0
CH022-D14-C-16S_S118_L001_R1_001,CH022,6182.0,39223.0,45405.0
CH022-D14-C-16S_S118_L001_R2_001,CH022,10836.0,34569.0,45405.0
CH022-D14-S-16S_S117_L001_R1_001,CH022,4866.0,30445.0,35311.0
CH022-D14-S-16S_S117_L001_R2_001,CH022,9216.0,26095.0,35311.0
CH022-D21-Air-16S_S121_L001_R1_001,CH022,5757.0,22262.0,28019.0
CH022-D21-Air-16S_S121_L001_R2_001,CH022,8707.0,19312.0,28019.0
CH022-D21-C-16S_S120_L001_R1_001,CH022,7507.0,38834.0,46341.0
CH022-D21-C-16S_S120_L001_R2_001,CH022,12212.0,34129.0,46341.0
CH022-D21-S-16S_S119_L001_R1_001,CH022,7100.0,52749.0,59849.0
CH022-D21-S-16S_S119_L001_R2_001,CH022,12851.0,46998.0,59849.0
CH022-D28-C-16S_S123_L001_R1_001,CH022,8166.0,60879.0,69045.0
CH022-D28-C-16S_S123_L001_R2_001,CH022,15253.0,53792.0,69045.0
CH022-D28-S-16S_S122_L001_R1_001,CH022,7067.0,57180.0,64247.0
CH022-D28-S-16S_S122_L001_R2_001,CH022,13397.0,50850.0,64247.0
CH022-D3-C-16S_S114_L001_R1_001,CH022,7239.0,48560.0,55799.0
CH022-D3-C-16S_S114_L001_R2_001,CH022,12564.0,43235.0,55799.0
CH022-D3-S-16S_S113_L001_R1_001,CH022,7363.0,52352.0,59715.0
CH022-D3-S-16S_S113_L001_R2_001,CH022,12963.0,46752.0,59715.0
CH022-D35-C-16S_S125_L001_R1_001,CH022,9717.0,58366.0,68083.0
CH022-D35-C-16S_S125_L001_R2_001,CH022,16833.0,51250.0,68083.0
CH022-D35-S-16S_S124_L001_R1_001,CH022,10782.0,76627.0,87409.0
CH022-D35-S-16S_S124_L001_R2_001,CH022,17984.0,69425.0,87409.0
CH022-D42-C-16S_S151_L001_R1_001,CH022,8444.0,48312.0,56756.0
CH022-D42-C-16S_S151_L001_R2_001,CH022,14636.0,42120.0,56756.0
CH022-D42-S-16S_S126_L001_R1_001,CH022,6585.0,42517.0,49102.0
CH022-D42-S-16S_S126_L001_R2_001,CH022,11828.0,37274.0,49102.0
CH022-D7-C-16S_S116_L001_R1_001,CH022,4953.0,17340.0,22293.0
CH022-D7-C-16S_S116_L001_R2_001,CH022,7123.0,15170.0,22293.0
CH022-D7-S-16S_S115_L001_R1_001,CH022,3435.0,9091.0,12526.0
CH022-D7-S-16S_S115_L001_R2_001,CH022,5456.0,7070.0,12526.0
CH023-Ad-Air-16S_S203_L001_R1_001,CH023,5203.0,65588.0,70791.0
CH023-Ad-Air-16S_S203_L001_R2_001,CH023,9331.0,61460.0,70791.0
CH023-Ad-C-16S_S202_L001_R1_001,CH023,9446.0,112153.0,121599.0
CH023-Ad-C-16S_S202_L001_R2_001,CH023,16248.0,105351.0,121599.0
CH023-Ad-S-16S_S201_L001_R1_001,CH023,7094.0,80118.0,87212.0
CH023-Ad-S-16S_S201_L001_R2_001,CH023,12859.0,74353.0,87212.0
CH023-D0-Post-C-16S_S209_L001_R1_001,CH023,7248.0,88841.0,96089.0
CH023-D0-Post-C-16S_S209_L001_R2_001,CH023,13834.0,82255.0,96089.0
CH023-D0-Post-S-16S_S208_L001_R1_001,CH023,11714.0,85257.0,96971.0
CH023-D0-Post-S-16S_S208_L001_R2_001,CH023,19366.0,77605.0,96971.0
CH023-D0-Pre-Air-16S_S206_L001_R1_001,CH023,6349.0,92612.0,98961.0
CH023-D0-Pre-Air-16S_S206_L001_R2_001,CH023,12809.0,86152.0,98961.0
