Sample,Dog_ID,Unique_Reads,Duplicate_Reads,Total_reads
CH025-D3-S-16S_R_trunc,CH025,6950.0,43862.0,50812.0
CH025-D35-C-16S_F_trunc,CH025,8961.0,77477.0,86438.0
CH025-D35-C-16S_R_trunc,CH025,10880.0,75558.0,86438.0
CH025-D35-S-16S_F_trunc,CH025,18330.0,222768.0,241098.0
CH025-D35-S-16S_R_trunc,CH025,23394.0,217704.0,241098.0
CH025-D42-C-16S_F_trunc,CH025,7087.0,30749.0,37836.0
CH025-D42-C-16S_R_trunc,CH025,8056.0,29780.0,37836.0
CH025-D42-S-16S_F_trunc,CH025,6435.0,87867.0,94302.0
CH025-D42-S-16S_R_trunc,CH025,7844.0,86458.0,94302.0
CH025-D7-C-16S_F_trunc,CH025,9845.0,111366.0,121211.0
CH025-D7-C-16S_R_trunc,CH025,12733.0,108478.0,121211.0
CH025-D7-S-16S_F_trunc,CH025,5636.0,61284.0,66920.0
CH025-D7-S-16S_R_trunc,CH025,7297.0,59623.0,66920.0
Chlor1-16S_F_trunc,Chlor,1769.0,25200.0,26969.0
Chlor1-16S_R_trunc,Chlor,2159.0,24810.0,26969.0
Chlor1b-16S_F_trunc,Chlor,5909.0,90668.0,96577.0
Chlor1b-16S_R_trunc,Chlor,7360.0,89217.0,96577.0
Chlor2-16S_F_trunc,Chlor,2138.0,31541.0,33679.0
Chlor2-16S_R_trunc,Chlor,2320.0,31359.0,33679.0
Chlor2b-16S_F_trunc,Chlor,4456.0,58158.0,62614.0
Chlor2b-16S_R_trunc,Chlor,5393.0,57221.0,62614.0
Chlor3-16S_F_trunc,Chlor,3857.0,51313.0,55170.0
Chlor3-16S_R_trunc,Chlor,4441.0,50729.0,55170.0
Chlor3b-16S_F_trunc,Chlor,6549.0,93650.0,100199.0
Chlor3b-16S_R_trunc,Chlor,8711.0,91488.0,100199.0
CH1KitCtrl1-16S_F_trunc,Kit,4778.0,112104.0,116882.0
CH1KitCtrl1-16S_R_trunc,Kit,6142.0,110740.0,116882.0
CH2KitCtrl1-16S_F_trunc,Kit,4859.0,65019.0,69878.0
CH2KitCtrl1-16S_R_trunc,Kit,6090.0,63788.0,69878.0
CH2KitCtrl2-16S_F_trunc,Kit,6208.0,91224.0,97432.0
CH2KitCtrl2-16S_R_trunc,Kit,8346.0,89086.0,97432.0
CH3KitCtrl1-16S_F_trunc,Kit,8270.0,118922.0,127192.0
CH3KitCtrl1-16S_R_trunc,Kit,10758.0,116434.0,127192.0
CH4-Kit-Ctrl-16S_F_trunc,Kit,3515.0,54833.0,58348.0
CH4-Kit-Ctrl-16S_R_trunc,Kit,4696.0,53652.0,58348.0
CH5-Kit-Ctrl-16S_F_trunc,Kit,6546.0,55075.0,61621.0
CH5-Kit-Ctrl-16S_R_trunc,Kit,7672.0,53949.0,61621.0
CH5b-Kit-Ctrl-16S_F_trunc,Kit,5916.0,61784.0,67700.0
CH5b-Kit-Ctrl-16S_R_trunc,Kit,6741.0,60959.0,67700.0
CH6-Kit-Ctrl-16S_F_trunc,Kit,3191.0,44054.0,47245.0
CH6-Kit-Ctrl-16S_R_trunc,Kit,3950.0,43295.0,47245.0
Kit1-16S_F_trunc,Kit,3328.0,42369.0,45697.0
Kit1-16S_R_trunc,Kit,3595.0,42102.0,45697.0
Kit2-16S_F_trunc,Kit,2994.0,32779.0,35773.0
Kit2-16S_R_trunc,Kit,3352.0,32421.0,35773.0
