Sample,Dog_ID,Unique_Reads,Duplicate_Reads,Total_reads
1AdC-16S_F_trunc,CH001,3892.0,13541.0,17433.0
1AdC-16S_R_trunc,CH001,4160.0,13273.0,17433.0
1AdS-16S_F_trunc,CH001,1822.0,6085.0,7907.0
1AdS-16S_R_trunc,CH001,2316.0,5591.0,7907.0
1D14C-16S_F_trunc,CH001,4812.0,44677.0,49489.0
1D14C-16S_R_trunc,CH001,5481.0,44008.0,49489.0
1D14S-16S_F_trunc,CH001,3311.0,24248.0,27559.0
1D14S-16S_R_trunc,CH001,3644.0,23915.0,27559.0
1D1C-16S_F_trunc,CH001,3730.0,28528.0,32258.0
1D1C-16S_R_trunc,CH001,4258.0,28000.0,32258.0
1D1S-16S_F_trunc,CH001,2442.0,25038.0,27480.0
1D1S-16S_R_trunc,CH001,3324.0,24156.0,27480.0
1D21C-16S_F_trunc,CH001,1989.0,27668.0,29657.0
1D21C-16S_R_trunc,CH001,2617.0,27040.0,29657.0
1D21S-16S_F_trunc,CH001,2656.0,40226.0,42882.0
1D21S-16S_R_trunc,CH001,3465.0,39417.0,42882.0
1D28C-16S_F_trunc,CH001,3792.0,45238.0,49030.0
1D28C-16S_R_trunc,CH001,4424.0,44606.0,49030.0
1D28S-16S_F_trunc,CH001,4679.0,49769.0,54448.0
1D28S-16S_R_trunc,CH001,5581.0,48867.0,54448.0
1D35C-16S_F_trunc,CH001,4212.0,37808.0,42020.0
1D35C-16S_R_trunc,CH001,4466.0,37554.0,42020.0
1D35S-16S_F_trunc,CH001,3943.0,30755.0,34698.0
1D35S-16S_R_trunc,CH001,4569.0,30129.0,34698.0
1D3C-16S_F_trunc,CH001,3471.0,30491.0,33962.0
1D3C-16S_R_trunc,CH001,4145.0,29817.0,33962.0
1D3S-16S_F_trunc,CH001,3952.0,37478.0,41430.0
1D3S-16S_R_trunc,CH001,4283.0,37147.0,41430.0
1D42C-16S_F_trunc,CH001,5068.0,51381.0,56449.0
1D42C-16S_R_trunc,CH001,5982.0,50467.0,56449.0
1D42S-16S_F_trunc,CH001,5267.0,38702.0,43969.0
1D42S-16S_R_trunc,CH001,6049.0,37920.0,43969.0
1D7C-16S_F_trunc,CH001,2340.0,11665.0,14005.0
1D7C-16S_R_trunc,CH001,2783.0,11222.0,14005.0
1D7S-16S_F_trunc,CH001,2498.0,12236.0,14734.0
1D7S-16S_R_trunc,CH001,2909.0,11825.0,14734.0
1PostC-16S_F_trunc,CH001,3025.0,26268.0,29293.0
1PostC-16S_R_trunc,CH001,3621.0,25672.0,29293.0
1PostS-16S_F_trunc,CH001,3295.0,23224.0,26519.0
1PostS-16S_R_trunc,CH001,3520.0,22999.0,26519.0
1PreC-16S_F_trunc,CH001,3198.0,27922.0,31120.0
1PreC-16S_R_trunc,CH001,3871.0,27249.0,31120.0
1PreS-16S_F_trunc,CH001,2864.0,24302.0,27166.0
1PreS-16S_R_trunc,CH001,3777.0,23389.0,27166.0
3AdC-16S_F_trunc,CH003,2121.0,18159.0,20280.0
3AdC-16S_R_trunc,CH003,2837.0,17443.0,20280.0
3AdS-16S_F_trunc,CH003,1067.0,8546.0,9613.0
3AdS-16S_R_trunc,CH003,1252.0,8361.0,9613.0
3D14C-16S_F_trunc,CH003,3388.0,29688.0,33076.0
3D14C-16S_R_trunc,CH003,4127.0,28949.0,33076.0
3D14S-16S_F_trunc,CH003,1091.0,6227.0,7318.0
3D14S-16S_R_trunc,CH003,1351.0,5967.0,7318.0
3D1C-16S_F_trunc,CH003,2405.0,40609.0,43014.0
3D1C-16S_R_trunc,CH003,3467.0,39547.0,43014.0
3D1S-16S_F_trunc,CH003,1839.0,10880.0,12719.0
3D1S-16S_R_trunc,CH003,2343.0,10376.0,12719.0
3D21C-16S_F_trunc,CH003,1467.0,14680.0,16147.0
3D21C-16S_R_trunc,CH003,1958.0,14189.0,16147.0
3D21S-16S_F_trunc,CH003,502.0,2734.0,3236.0
3D21S-16S_R_trunc,CH003,683.0,2553.0,3236.0
3D28C-16S_F_trunc,CH003,1449.0,19445.0,20894.0
3D28C-16S_R_trunc,CH003,1925.0,18969.0,20894.0
3D28S-16S_F_trunc,CH003,3773.0,45241.0,49014.0
3D28S-16S_R_trunc,CH003,4682.0,44332.0,49014.0
3D35C-16S_R_trunc,CH003,3862.0,28772.0,32634.0
3D35S-16S_F_trunc,CH003,1729.0,18988.0,20717.0
3D35S-16S_R_trunc,CH003,2162.0,18555.0,20717.0
3D3C-16S_F_trunc,CH003,4068.0,41624.0,45692.0
3D3C-16S_R_trunc,CH003,5717.0,39975.0,45692.0
3D3S-16S_F_trunc,CH003,5172.0,49352.0,54524.0
3D3S-16S_R_trunc,CH003,6190.0,48334.0,54524.0
3D42C-16S_F_trunc,CH003,2469.0,30758.0,33227.0
3D42C-16S_R_trunc,CH003,3278.0,29949.0,33227.0
3D42S-16S_F_trunc,CH003,2403.0,19847.0,22250.0
3D42S-16S_R_trunc,CH003,2969.0,19281.0,22250.0
3D7C-16S_F_trunc,CH003,250.0,1289.0,1539.0
3D7C-16S_R_trunc,CH003,297.0,1242.0,1539.0
3D7S-16S_F_trunc,CH003,258.0,693.0,951.0
3D7S-16S_R_trunc,CH003,299.0,652.0,951.0
3PostC-16S_F_trunc,CH003,4430.0,36790.0,41220.0
3PostC-16S_R_trunc,CH003,5701.0,35519.0,41220.0
3PostS-16S_F_trunc,CH003,45.0,19.0,64.0
3PostS-16S_R_trunc,CH003,52.0,12.0,64.0
3PreS-16S_R_trunc,CH003,4046.0,26784.0,30830.0
5AdC-16S_F_trunc,CH005,8255.0,50727.0,58982.0
5AdC-16S_R_trunc,CH005,8801.0,50181.0,58982.0
5AdS-16S_F_trunc,CH005,2503.0,5790.0,8293.0
5AdS-16S_R_trunc,CH005,2788.0,5505.0,8293.0
5D14C-16S_F_trunc,CH005,4826.0,40028.0,44854.0
5D14C-16S_R_trunc,CH005,5519.0,39335.0,44854.0
5D14S-16S_F_trunc,CH005,4546.0,29354.0,33900.0
5D14S-16S_R_trunc,CH005,5194.0,28706.0,33900.0
5D1C-16S_F_trunc,CH005,7395.0,45797.0,53192.0
5D1C-16S_R_trunc,CH005,7718.0,45474.0,53192.0
5D1S-16S_F_trunc,CH005,6383.0,37847.0,44230.0
5D1S-16S_R_trunc,CH005,7091.0,37139.0,44230.0
5D21C-16S_F_trunc,CH005,5679.0,28605.0,34284.0
5D21C-16S_R_trunc,CH005,5823.0,28461.0,34284.0
5D21S-16S_F_trunc,CH005,6370.0,52925.0,59295.0
5D21S-16S_R_trunc,CH005,6580.0,52715.0,59295.0
5D28C-16S_F_trunc,CH005,4202.0,28849.0,33051.0
5D28C-16S_R_trunc,CH005,4463.0,28588.0,33051.0
5D28S-16S_F_trunc,CH005,6924.0,46469.0,53393.0
5D28S-16S_R_trunc,CH005,8091.0,45302.0,53393.0
5D35C-16S_F_trunc,CH005,6877.0,45894.0,52771.0
5D35C-16S_R_trunc,CH005,7906.0,44865.0,52771.0
5D35S-16S_F_trunc,CH005,7520.0,53037.0,60557.0
5D35S-16S_R_trunc,CH005,8567.0,51990.0,60557.0
5D3C-16S_F_trunc,CH005,4842.0,34523.0,39365.0
5D3C-16S_R_trunc,CH005,5489.0,33876.0,39365.0
5D3S-16S_F_trunc,CH005,5382.0,41911.0,47293.0
5D3S-16S_R_trunc,CH005,6259.0,41034.0,47293.0
5D42C-16S_F_trunc,CH005,5378.0,52519.0,57897.0
5D42C-16S_R_trunc,CH005,5792.0,52105.0,57897.0
5D42S-16S_F_trunc,CH005,6378.0,36415.0,42793.0
5D42S-16S_R_trunc,CH005,7096.0,35697.0,42793.0
5D7C-16S_F_trunc,CH005,6797.0,34872.0,41669.0
5D7C-16S_R_trunc,CH005,7104.0,34565.0,41669.0
5D7S-16S_F_trunc,CH005,7013.0,38136.0,45149.0
5D7S-16S_R_trunc,CH005,7538.0,37611.0,45149.0
5PostC-16S_F_trunc,CH005,2894.0,35953.0,38847.0
5PostC-16S_R_trunc,CH005,3151.0,35696.0,38847.0
5PostS-16S_F_trunc,CH005,4118.0,44652.0,48770.0
5PostS-16S_R_trunc,CH005,4650.0,44120.0,48770.0
5PreC-16S_F_trunc,CH005,4205.0,38245.0,42450.0
5PreC-16S_R_trunc,CH005,4949.0,37501.0,42450.0
5PreS-16S_F_trunc,CH005,5585.0,62487.0,68072.0
5PreS-16S_R_trunc,CH005,6239.0,61833.0,68072.0
6AdC-16S_F_trunc,CH006,6663.0,57217.0,63880.0
6AdC-16S_R_trunc,CH006,7566.0,56314.0,63880.0
6AdS-16S_F_trunc,CH006,6580.0,49951.0,56531.0
6AdS-16S_R_trunc,CH006,7753.0,48778.0,56531.0
6D14C-16S_F_trunc,CH006,8188.0,77985.0,86173.0
6D14C-16S_R_trunc,CH006,8991.0,77182.0,86173.0
6D14S-16S_F_trunc,CH006,7834.0,54850.0,62684.0
6D14S-16S_R_trunc,CH006,8366.0,54318.0,62684.0
6D1C-16S_F_trunc,CH006,1203.0,3485.0,4688.0
6D1C-16S_R_trunc,CH006,1216.0,3472.0,4688.0
6D1S-16S_F_trunc,CH006,7760.0,51310.0,59070.0
6D1S-16S_R_trunc,CH006,7970.0,51100.0,59070.0
6D21C-16S_F_trunc,CH006,4245.0,57460.0,61705.0
6D21C-16S_R_trunc,CH006,4975.0,56730.0,61705.0
6D21S-16S_F_trunc,CH006,5535.0,88276.0,93811.0
6D21S-16S_R_trunc,CH006,6750.0,87061.0,93811.0
6D28C-16S_F_trunc,CH006,4589.0,55917.0,60506.0
6D28C-16S_R_trunc,CH006,4971.0,55535.0,60506.0
6D28S-16S_F_trunc,CH006,3431.0,36420.0,39851.0
6D28S-16S_R_trunc,CH006,3759.0,36092.0,39851.0
6D35C-16S_F_trunc,CH006,3766.0,55497.0,59263.0
6D35C-16S_R_trunc,CH006,3865.0,55398.0,59263.0
6D35S-16S_F_trunc,CH006,2871.0,46105.0,48976.0
6D35S-16S_R_trunc,CH006,3538.0,45438.0,48976.0
6D3C-16S_F_trunc,CH006,4924.0,20399.0,25323.0
6D3C-16S_R_trunc,CH006,5167.0,20156.0,25323.0
6D3S-16S_F_trunc,CH006,7222.0,41874.0,49096.0
6D3S-16S_R_trunc,CH006,8255.0,40841.0,49096.0
6D42C-16S_F_trunc,CH006,4733.0,55293.0,60026.0
6D42C-16S_R_trunc,CH006,4957.0,55069.0,60026.0
6D42S-16S_F_trunc,CH006,5127.0,71006.0,76133.0
6D42S-16S_R_trunc,CH006,5256.0,70877.0,76133.0
6D7C-16S_F_trunc,CH006,6108.0,42468.0,48576.0
6D7C-16S_R_trunc,CH006,6713.0,41863.0,48576.0
6D7S-16S_F_trunc,CH006,5352.0,34832.0,40184.0
6D7S-16S_R_trunc,CH006,5654.0,34530.0,40184.0
6PostC-16S_F_trunc,CH006,5620.0,39752.0,45372.0
6PostC-16S_R_trunc,CH006,5869.0,39503.0,45372.0
6PostS-16S_F_trunc,CH006,6408.0,60721.0,67129.0
6PostS-16S_R_trunc,CH006,6910.0,60219.0,67129.0
6PreC-16S_F_trunc,CH006,7593.0,63745.0,71338.0
6PreC-16S_R_trunc,CH006,8290.0,63048.0,71338.0
6PreS-16S_F_trunc,CH006,6527.0,61042.0,67569.0
6PreS-16S_R_trunc,CH006,7192.0,60377.0,67569.0
8AdC-16S_F_trunc,CH008,7200.0,51635.0,58835.0
8AdC-16S_R_trunc,CH008,7739.0,51096.0,58835.0
8AdS-16S_F_trunc,CH008,4143.0,32320.0,36463.0
8AdS-16S_R_trunc,CH008,4187.0,32276.0,36463.0
8D14C-16S_F_trunc,CH008,7709.0,60263.0,67972.0
8D14C-16S_R_trunc,CH008,8775.0,59197.0,67972.0
8D14S-16S_F_trunc,CH008,7939.0,74339.0,82278.0
8D14S-16S_R_trunc,CH008,8955.0,73323.0,82278.0
8D1C-16S_F_trunc,CH008,4803.0,43632.0,48435.0
8D1C-16S_R_trunc,CH008,5428.0,43007.0,48435.0
8D1S-16S_F_trunc,CH008,3897.0,39731.0,43628.0
8D1S-16S_R_trunc,CH008,4104.0,39524.0,43628.0
8D21C-16S_F_trunc,CH008,6115.0,38363.0,44478.0
8D21C-16S_R_trunc,CH008,6598.0,37880.0,44478.0
8D21S-16S_F_trunc,CH008,6522.0,48348.0,54870.0
8D21S-16S_R_trunc,CH008,6793.0,48077.0,54870.0
8D28C-16S_F_trunc,CH008,5995.0,41934.0,47929.0
8D28C-16S_R_trunc,CH008,6722.0,41207.0,47929.0
8D28S-16S_F_trunc,CH008,5309.0,49632.0,54941.0
8D28S-16S_R_trunc,CH008,5964.0,48977.0,54941.0
8D35C-16S_F_trunc,CH008,6162.0,52092.0,58254.0
8D35C-16S_R_trunc,CH008,6978.0,51276.0,58254.0
8D35S-16S_F_trunc,CH008,5845.0,55145.0,60990.0
8D35S-16S_R_trunc,CH008,6656.0,54334.0,60990.0
8D3C-16S_F_trunc,CH008,4606.0,34217.0,38823.0
8D3C-16S_R_trunc,CH008,5028.0,33795.0,38823.0
8D3S-16S_F_trunc,CH008,5241.0,57527.0,62768.0
8D3S-16S_R_trunc,CH008,5653.0,57115.0,62768.0
8D42C-16S_F_trunc,CH008,21.0,13.0,34.0
8D42C-16S_R_trunc,CH008,25.0,9.0,34.0
8D42S-16S_F_trunc,CH008,5538.0,46072.0,51610.0
8D42S-16S_R_trunc,CH008,6239.0,45371.0,51610.0
8D7C-16S_F_trunc,CH008,6436.0,47475.0,53911.0
8D7C-16S_R_trunc,CH008,7231.0,46680.0,53911.0
8D7S-16S_F_trunc,CH008,6965.0,45699.0,52664.0
8D7S-16S_R_trunc,CH008,7770.0,44894.0,52664.0
8PostC-16S_F_trunc,CH008,3481.0,18798.0,22279.0
8PostC-16S_R_trunc,CH008,3514.0,18765.0,22279.0
8PostS-16S_F_trunc,CH008,3498.0,56063.0,59561.0
8PostS-16S_R_trunc,CH008,3674.0,55887.0,59561.0
8PreC-16S_F_trunc,CH008,6880.0,93186.0,100066.0
8PreC-16S_R_trunc,CH008,7299.0,92767.0,100066.0
8PreS-16S_F_trunc,CH008,4956.0,33014.0,37970.0
8PreS-16S_R_trunc,CH008,5231.0,32739.0,37970.0
CH009-Ad-C-16S_F_trunc,CH009,3981.0,29657.0,33638.0
CH009-Ad-C-16S_R_trunc,CH009,4593.0,29045.0,33638.0
CH009-Ad-S-16S_F_trunc,CH009,5572.0,37794.0,43366.0
CH009-Ad-S-16S_R_trunc,CH009,6538.0,36828.0,43366.0
CH009-D0-Post-C-16S_F_trunc,CH009,4479.0,34459.0,38938.0
CH009-D0-Post-C-16S_R_trunc,CH009,4767.0,34171.0,38938.0
CH009-D0-Post-S-16S_F_trunc,CH009,5337.0,36810.0,42147.0
CH009-D0-Post-S-16S_R_trunc,CH009,5802.0,36345.0,42147.0
CH009-D0-Pre-C-16S_F_trunc,CH009,3212.0,31717.0,34929.0
CH009-D0-Pre-C-16S_R_trunc,CH009,3672.0,31257.0,34929.0
CH009-D0-Pre-S-16S_F_trunc,CH009,6368.0,42663.0,49031.0
CH009-D0-Pre-S-16S_R_trunc,CH009,7485.0,41546.0,49031.0
CH009-D1-C-16S_F_trunc,CH009,5547.0,47437.0,52984.0
CH009-D1-C-16S_R_trunc,CH009,6304.0,46680.0,52984.0
CH009-D1-S-16S_F_trunc,CH009,5183.0,40839.0,46022.0
CH009-D1-S-16S_R_trunc,CH009,5627.0,40395.0,46022.0
CH009-D14-C-16S_F_trunc,CH009,5945.0,65185.0,71130.0
CH009-D14-C-16S_R_trunc,CH009,6562.0,64568.0,71130.0
CH009-D14-S-16S_F_trunc,CH009,3806.0,46449.0,50255.0
CH009-D14-S-16S_R_trunc,CH009,4834.0,45421.0,50255.0
CH009-D21-C-16S_F_trunc,CH009,5236.0,65471.0,70707.0
CH009-D21-C-16S_R_trunc,CH009,6471.0,64236.0,70707.0
CH009-D21-S-16S_F_trunc,CH009,5454.0,46935.0,52389.0
CH009-D21-S-16S_R_trunc,CH009,6282.0,46107.0,52389.0
CH009-D28-C-16S_F_trunc,CH009,4098.0,62957.0,67055.0
CH009-D28-C-16S_R_trunc,CH009,4834.0,62221.0,67055.0
CH009-D28-S-16S_F_trunc,CH009,3273.0,59208.0,62481.0
CH009-D28-S-16S_R_trunc,CH009,3836.0,58645.0,62481.0
CH009-D3-C-16S_F_trunc,CH009,5221.0,46532.0,51753.0
CH009-D3-C-16S_R_trunc,CH009,5871.0,45882.0,51753.0
CH009-D3-S-16S_F_trunc,CH009,5486.0,45087.0,50573.0
CH009-D3-S-16S_R_trunc,CH009,6626.0,43947.0,50573.0
CH009-D35-C-16S_F_trunc,CH009,1461.0,16377.0,17838.0
CH009-D35-C-16S_R_trunc,CH009,1806.0,16032.0,17838.0
CH009-D35-S-16S_F_trunc,CH009,3481.0,72672.0,76153.0
CH009-D35-S-16S_R_trunc,CH009,4676.0,71477.0,76153.0
CH009-D42-C-16S_F_trunc,CH009,5901.0,77231.0,83132.0
CH009-D42-C-16S_R_trunc,CH009,6769.0,76363.0,83132.0
CH009-D42-S-16S_F_trunc,CH009,3539.0,79674.0,83213.0
CH009-D42-S-16S_R_trunc,CH009,4734.0,78479.0,83213.0
CH009-D7-C-16S_F_trunc,CH009,4892.0,56340.0,61232.0
CH009-D7-C-16S_R_trunc,CH009,5841.0,55391.0,61232.0
CH009-D7-S-16S_F_trunc,CH009,2760.0,19873.0,22633.0
CH009-D7-S-16S_R_trunc,CH009,3415.0,19218.0,22633.0
11AdAir-16S_F_trunc,CH011,3240.0,30106.0,33346.0
11AdAir-16S_R_trunc,CH011,3771.0,29575.0,33346.0
11AdC-16S_F_trunc,CH011,2651.0,25379.0,28030.0
11AdC-16S_R_trunc,CH011,3353.0,24677.0,28030.0
11AdS-16S_F_trunc,CH011,1446.0,10127.0,11573.0
11AdS-16S_R_trunc,CH011,1724.0,9849.0,11573.0
11D14C-16S_F_trunc,CH011,2905.0,27366.0,30271.0
11D14C-16S_R_trunc,CH011,3674.0,26597.0,30271.0
11D14S-16S_F_trunc,CH011,3007.0,28219.0,31226.0
11D14S-16S_R_trunc,CH011,3716.0,27510.0,31226.0
11D1C-16S_F_trunc,CH011,3685.0,30262.0,33947.0
11D1C-16S_R_trunc,CH011,4770.0,29177.0,33947.0
11D1S-16S_F_trunc,CH011,1881.0,12860.0,14741.0
11D1S-16S_R_trunc,CH011,2289.0,12452.0,14741.0
11D21Air-16S_F_trunc,CH011,5862.0,61793.0,67655.0
11D21Air-16S_R_trunc,CH011,7939.0,59716.0,67655.0
11D21C-16S_F_trunc,CH011,6948.0,88565.0,95513.0
11D21C-16S_R_trunc,CH011,9541.0,85972.0,95513.0
11D21S-16S_F_trunc,CH011,2407.0,22570.0,24977.0
11D21S-16S_R_trunc,CH011,3299.0,21678.0,24977.0
11D28C-16S_F_trunc,CH011,1759.0,14714.0,16473.0
11D28C-16S_R_trunc,CH011,2190.0,14283.0,16473.0
11D28S-16S_F_trunc,CH011,5771.0,75271.0,81042.0
11D28S-16S_R_trunc,CH011,7828.0,73214.0,81042.0
11D35C-16S_F_trunc,CH011,1316.0,10440.0,11756.0
11D35C-16S_R_trunc,CH011,1712.0,10044.0,11756.0
11D35S-16S_F_trunc,CH011,3499.0,45070.0,48569.0
11D35S-16S_R_trunc,CH011,4845.0,43724.0,48569.0
11D3C-16S_F_trunc,CH011,3784.0,33988.0,37772.0
11D3C-16S_R_trunc,CH011,4913.0,32859.0,37772.0
11D3S-16S_F_trunc,CH011,3379.0,30352.0,33731.0
11D3S-16S_R_trunc,CH011,4168.0,29563.0,33731.0
11D42C-16S_F_trunc,CH011,182.0,570.0,752.0
11D42C-16S_R_trunc,CH011,243.0,509.0,752.0
11D42S-16S_F_trunc,CH011,4299.0,48610.0,52909.0
11D42S-16S_R_trunc,CH011,5759.0,47150.0,52909.0
11D7C-16S_F_trunc,CH011,2189.0,19559.0,21748.0
11D7C-16S_R_trunc,CH011,2733.0,19015.0,21748.0
11D7S-16S_F_trunc,CH011,218.0,648.0,866.0
11D7S-16S_R_trunc,CH011,236.0,630.0,866.0
11PostC-16S_F_trunc,CH011,2891.0,22215.0,25106.0
11PostC-16S_R_trunc,CH011,3636.0,21470.0,25106.0
11PostS-16S_F_trunc,CH011,2041.0,14928.0,16969.0
11PostS-16S_R_trunc,CH011,2541.0,14428.0,16969.0
11PreC-16S_F_trunc,CH011,3261.0,54128.0,57389.0
11PreC-16S_R_trunc,CH011,4024.0,53365.0,57389.0
11PreChlor-16S_F_trunc,CH011,1260.0,11868.0,13128.0
11PreChlor-16S_R_trunc,CH011,1688.0,11440.0,13128.0
11PreS-16S_F_trunc,CH011,2900.0,32057.0,34957.0
11PreS-16S_R_trunc,CH011,3805.0,31152.0,34957.0
12AdC-16S_F_trunc,CH012,1851.0,75550.0,77401.0
12AdC-16S_R_trunc,CH012,2630.0,74771.0,77401.0
12AdS-16S_F_trunc,CH012,2184.0,42946.0,45130.0
12AdS-16S_R_trunc,CH012,2973.0,42157.0,45130.0
12D0Chlor-16S_F_trunc,CH012,2733.0,47406.0,50139.0
12D0Chlor-16S_R_trunc,CH012,3646.0,46493.0,50139.0
12D14C-16S_F_trunc,CH012,4793.0,31528.0,36321.0
12D14C-16S_R_trunc,CH012,5538.0,30783.0,36321.0
12D14S-16S_F_trunc,CH012,2731.0,55996.0,58727.0
12D14S-16S_R_trunc,CH012,3192.0,55535.0,58727.0
12D1C-16S_F_trunc,CH012,2892.0,69585.0,72477.0
12D1C-16S_R_trunc,CH012,3584.0,68893.0,72477.0
12D1S-16S_F_trunc,CH012,4767.0,25067.0,29834.0
12D1S-16S_R_trunc,CH012,5133.0,24701.0,29834.0
12D21Air-16S_F_trunc,CH012,3502.0,36238.0,39740.0
12D21Air-16S_R_trunc,CH012,3224.0,36516.0,39740.0
12D21C-16S_F_trunc,CH012,2636.0,74552.0,77188.0
12D21C-16S_R_trunc,CH012,3375.0,73813.0,77188.0
12D21S-16S_F_trunc,CH012,1844.0,22774.0,24618.0
12D21S-16S_R_trunc,CH012,2507.0,22111.0,24618.0
12D28C-16S_F_trunc,CH012,2356.0,58760.0,61116.0
12D28C-16S_R_trunc,CH012,2938.0,58178.0,61116.0
12D28S-16S_F_trunc,CH012,4116.0,57475.0,61591.0
12D28S-16S_R_trunc,CH012,4259.0,57332.0,61591.0
12D35C-16S_F_trunc,CH012,1597.0,91358.0,92955.0
12D35C-16S_R_trunc,CH012,2570.0,90385.0,92955.0
12D35S-16S_F_trunc,CH012,2835.0,54209.0,57044.0
12D35S-16S_R_trunc,CH012,3629.0,53415.0,57044.0
12D3C-16S_F_trunc,CH012,2948.0,47696.0,50644.0
12D3C-16S_R_trunc,CH012,3081.0,47563.0,50644.0
12D3S-16S_F_trunc,CH012,5201.0,49610.0,54811.0
12D3S-16S_R_trunc,CH012,5520.0,49291.0,54811.0
12D42C-16S_F_trunc,CH012,2988.0,74047.0,77035.0
12D42C-16S_R_trunc,CH012,3776.0,73259.0,77035.0
12D42S-16S_F_trunc,CH012,4470.0,40180.0,44650.0
12D42S-16S_R_trunc,CH012,4833.0,39817.0,44650.0
12D7C-16S_F_trunc,CH012,172.0,518.0,690.0
12D7C-16S_R_trunc,CH012,210.0,480.0,690.0
12D7S-16S_F_trunc,CH012,2327.0,64927.0,67254.0
12D7S-16S_R_trunc,CH012,2591.0,64663.0,67254.0
12PostC-16S_F_trunc,CH012,1236.0,38000.0,39236.0
12PostC-16S_R_trunc,CH012,1753.0,37483.0,39236.0
12PostS-16S_F_trunc,CH012,1432.0,24116.0,25548.0
12PostS-16S_R_trunc,CH012,1324.0,24224.0,25548.0
12PreC-16S_F_trunc,CH012,1095.0,63032.0,64127.0
12PreC-16S_R_trunc,CH012,1715.0,62412.0,64127.0
12PreS-16S_F_trunc,CH012,1674.0,62292.0,63966.0
12PreS-16S_R_trunc,CH012,2578.0,61388.0,63966.0
13AdAir-16S_F_trunc,CH013,8274.0,94361.0,102635.0
13AdAir-16S_R_trunc,CH013,10234.0,92401.0,102635.0
13AdC-16S_F_trunc,CH013,4084.0,39885.0,43969.0
13AdC-16S_R_trunc,CH013,5053.0,38916.0,43969.0
13AdS-16S_F_trunc,CH013,5428.0,54006.0,59434.0
13AdS-16S_R_trunc,CH013,6788.0,52646.0,59434.0
13D14C-16S_F_trunc,CH013,4464.0,41735.0,46199.0
13D14C-16S_R_trunc,CH013,5511.0,40688.0,46199.0
13D14S-16S_F_trunc,CH013,4789.0,42628.0,47417.0
13D14S-16S_R_trunc,CH013,5874.0,41543.0,47417.0
13D1C-16S_F_trunc,CH013,6004.0,57791.0,63795.0
13D1C-16S_R_trunc,CH013,7300.0,56495.0,63795.0
13D1S-16S_F_trunc,CH013,7026.0,69230.0,76256.0
13D1S-16S_R_trunc,CH013,8976.0,67280.0,76256.0
13D21Air-16S_F_trunc,CH013,9672.0,125311.0,134983.0
13D21Air-16S_R_trunc,CH013,12556.0,122427.0,134983.0
13D21C-16S_F_trunc,CH013,7394.0,80172.0,87566.0
13D21C-16S_R_trunc,CH013,9104.0,78462.0,87566.0
13D21S-16S_F_trunc,CH013,9736.0,120414.0,130150.0
13D21S-16S_R_trunc,CH013,12408.0,117742.0,130150.0
13D28C-16S_F_trunc,CH013,7576.0,85989.0,93565.0
13D28C-16S_R_trunc,CH013,9933.0,83632.0,93565.0
13D28S-16S_F_trunc,CH013,7953.0,97836.0,105789.0
13D28S-16S_R_trunc,CH013,9881.0,95908.0,105789.0
13D35C-16S_F_trunc,CH013,6593.0,67521.0,74114.0
13D35C-16S_R_trunc,CH013,8352.0,65762.0,74114.0
13D35S-16S_F_trunc,CH013,8408.0,98540.0,106948.0
13D35S-16S_R_trunc,CH013,10688.0,96260.0,106948.0
13D3C-16S_F_trunc,CH013,6915.0,101317.0,108232.0
13D3C-16S_R_trunc,CH013,9246.0,98986.0,108232.0
13D3S-16S_F_trunc,CH013,6937.0,78923.0,85860.0
13D3S-16S_R_trunc,CH013,9483.0,76377.0,85860.0
13D42C-16S_F_trunc,CH013,12.0,2.0,14.0
13D42C-16S_R_trunc,CH013,12.0,2.0,14.0
13D42S-16S_F_trunc,CH013,4838.0,85531.0,90369.0
13D42S-16S_R_trunc,CH013,6547.0,83822.0,90369.0
13D7C-16S_F_trunc,CH013,5011.0,47291.0,52302.0
13D7C-16S_R_trunc,CH013,6183.0,46119.0,52302.0
13D7S-16S_F_trunc,CH013,5172.0,48245.0,53417.0
13D7S-16S_R_trunc,CH013,6296.0,47121.0,53417.0
13PostC-16S_F_trunc,CH013,4358.0,44741.0,49099.0
13PostC-16S_R_trunc,CH013,5919.0,43180.0,49099.0
13PostS-16S_F_trunc,CH013,4602.0,41772.0,46374.0
13PostS-16S_R_trunc,CH013,5424.0,40950.0,46374.0
13PreC-16S_F_trunc,CH013,7271.0,77679.0,84950.0
13PreC-16S_R_trunc,CH013,9067.0,75883.0,84950.0
13PreChlor-16S_F_trunc,CH013,6014.0,62969.0,68983.0
13PreChlor-16S_R_trunc,CH013,7450.0,61533.0,68983.0
13PreS-16S_F_trunc,CH013,6694.0,76015.0,82709.0
13PreS-16S_R_trunc,CH013,8339.0,74370.0,82709.0
14AdAir-16S_F_trunc,CH014,3025.0,26303.0,29328.0
14AdAir-16S_R_trunc,CH014,3670.0,25658.0,29328.0
14AdC-16S_F_trunc,CH014,5116.0,52904.0,58020.0
14AdC-16S_R_trunc,CH014,6076.0,51944.0,58020.0
14AdS-16S_F_trunc,CH014,6698.0,100061.0,106759.0
14AdS-16S_R_trunc,CH014,8852.0,97907.0,106759.0
14D14C-16S_F_trunc,CH014,6764.0,87192.0,93956.0
14D14C-16S_R_trunc,CH014,8452.0,85504.0,93956.0
14D14S-16S_F_trunc,CH014,5461.0,85358.0,90819.0
